,id_usuario,resgate,Ultima_compra,ultimas_compras,numero_ultimas_compras_x,data_impacto,IPT_x,ipt_campanha_x,delta,ipt_impacto_x,delta_resgate_x,IPT_y,ipt_impacto_y,delta_resgate_y,ipt_campanha_y,numero_ultimas_compras_y,delta_ipt,result_rel
1984,3587931,2019-05-29T14:49:37.000-03:00,2019-05-20T21:01:12.000-03:00,"15/04/2019,15/05/2019,20/05/2019",3,2019-05-27 00:00:00-03:00,17.5,8,-9.5,6,2,17.5,6,2,8,3,0.34285714285714286,0.45714285714285713
1985,3202027,2019-05-27T16:35:39.000-03:00,2019-05-20T16:29:16.000-03:00,"29/03/2019,06/05/2019,01/04/2019,20/05/2019,03/04/2019,09/04/2019,22/04/2019,30/04/2019",8,2019-05-27 00:00:00-03:00,7.428571428571429,7,-0.4285714285714288,6,0,7.428571428571429,6,0,7,8,0.8076923076923077,0.9423076923076923
1986,6972432,2019-05-28T17:21:32.000-03:00,2019-05-20T16:45:42.000-03:00,"01/04/2019,20/05/2019,04/04/2019,09/04/2019,19/04/2019,27/04/2019,13/05/2019",7,2019-05-27 00:00:00-03:00,8.166666666666666,8,-0.16666666666666607,6,1,8.166666666666666,6,1,8,7,0.7346938775510204,0.979591836734694
1987,9144315,2019-05-27T19:36:54.000-03:00,2019-05-20T20:13:46.000-03:00,"19/04/2019,24/04/2019,20/05/2019",3,2019-05-27 00:00:00-03:00,15.5,6,-9.5,6,0,15.5,6,0,6,3,0.3870967741935484,0.3870967741935484
1988,8510496,2019-05-28T16:37:47.000-03:00,2019-05-20T16:04:14.000-03:00,"16/04/2019,24/04/2019,02/05/2019,06/05/2019,13/05/2019,20/05/2019",6,2019-05-27 00:00:00-03:00,6.8,8,1.2000000000000002,6,1,6.8,6,1,8,6,0.8823529411764706,1.1764705882352942
1989,2992914,2019-05-28T21:37:05.000-03:00,2019-05-20T18:12:44.000-03:00,"30/03/2019,11/05/2019,31/03/2019,19/05/2019,10/04/2019,20/05/2019,19/04/2019,27/04/2019,04/05/2019",9,2019-05-27 00:00:00-03:00,6.375,8,1.625,6,1,6.375,6,1,8,9,0.9411764705882353,1.2549019607843137
1990,4623672,2019-05-29T23:58:36.000-03:00,2019-05-20T23:03:00.000-03:00,"31/03/2019,12/05/2019,20/04/2019,11/04/2019,17/05/2019,26/04/2019,13/04/2019,20/05/2019,29/04/2019,14/04/2019,02/05/2019,14/04/2019,05/05/2019,17/04/2019",14,2019-05-27 00:00:00-03:00,3.8461538461538463,9,5.153846153846153,6,2,3.8461538461538463,6,2,9,14,1.56,2.34
1991,6189199,2019-05-29T15:28:36.000-03:00,2019-05-20T17:11:10.000-03:00,"18/04/2019,29/04/2019,02/05/2019,13/05/2019,20/05/2019",5,2019-05-27 00:00:00-03:00,8.0,8,0.0,6,2,8.0,6,2,8,5,0.75,1.0
1992,9004512,2019-05-27T16:50:53.000-03:00,2019-05-20T15:57:25.000-03:00,"08/04/2019,17/04/2019,30/04/2019,20/05/2019",4,2019-05-27 00:00:00-03:00,14.0,7,-7.0,6,0,14.0,6,0,7,4,0.4285714285714286,0.5
1993,8859424,2019-05-29T20:50:14.000-03:00,2019-05-20T20:33:05.000-03:00,"06/04/2019,04/05/2019,20/05/2019",3,2019-05-27 00:00:00-03:00,22.0,9,-13.0,6,2,22.0,6,2,9,3,0.2727272727272727,0.4090909090909091
1994,9033688,2019-05-27T20:12:57.000-03:00,2019-05-20T21:14:58.000-03:00,"10/04/2019,18/04/2019,06/05/2019,20/05/2019",4,2019-05-27 00:00:00-03:00,13.333333333333334,6,-7.333333333333334,6,0,13.333333333333334,6,0,6,4,0.44999999999999996,0.44999999999999996
1995,9033688,2019-05-27T20:12:57.000-03:00,2019-05-20T21:14:58.000-03:00,"10/04/2019,18/04/2019,06/05/2019,20/05/2019",4,2019-05-27 00:00:00-03:00,13.333333333333334,6,-7.333333333333334,6,0,13.333333333333334,6,0,8,4,0.44999999999999996,0.6
1996,9033688,2019-05-29T21:13:14.000-03:00,2019-05-20T21:14:58.000-03:00,"10/04/2019,18/04/2019,06/05/2019,20/05/2019",4,2019-05-27 00:00:00-03:00,13.333333333333334,8,-5.333333333333334,6,0,13.333333333333334,6,0,6,4,0.44999999999999996,0.44999999999999996
1997,9033688,2019-05-29T21:13:14.000-03:00,2019-05-20T21:14:58.000-03:00,"10/04/2019,18/04/2019,06/05/2019,20/05/2019",4,2019-05-27 00:00:00-03:00,13.333333333333334,8,-5.333333333333334,6,0,13.333333333333334,6,0,8,4,0.44999999999999996,0.6
1998,9097180,2019-05-27T16:04:44.000-03:00,2019-05-20T15:31:52.000-03:00,"15/04/2019,29/04/2019,13/05/2019,20/05/2019",4,2019-05-27 00:00:00-03:00,11.666666666666666,7,-4.666666666666666,6,0,11.666666666666666,6,0,7,4,0.5142857142857142,0.6
1999,90364,2019-05-28T16:49:01.000-03:00,2019-05-20T16:44:07.000-03:00,"09/04/2019,20/05/2019,15/04/2019,17/04/2019,25/04/2019,10/05/2019,17/05/2019",7,2019-05-27 00:00:00-03:00,6.833333333333333,8,1.166666666666667,6,1,6.833333333333333,6,1,8,7,0.8780487804878049,1.1707317073170733
2000,3155933,2019-05-29T15:35:16.000-03:00,2019-05-20T17:03:32.000-03:00,"11/04/2019,15/04/2019,24/04/2019,30/04/2019,06/05/2019,20/05/2019",6,2019-05-27 00:00:00-03:00,7.8,8,0.20000000000000018,6,2,7.8,6,2,8,6,0.7692307692307693,1.0256410256410258
2001,8828640,2019-05-30T15:56:44.000-03:00,2019-05-20T14:52:24.000-03:00,"12/04/2019,20/05/2019,17/04/2019,21/04/2019,30/04/2019,06/05/2019,17/05/2019",7,2019-05-27 00:00:00-03:00,6.333333333333333,10,3.666666666666667,6,3,6.333333333333333,6,3,10,7,0.9473684210526316,1.5789473684210527
2002,1562149,2019-05-28T15:24:23.000-03:00,2019-05-20T15:23:01.000-03:00,"09/04/2019,25/04/2019,30/04/2019,20/05/2019",4,2019-05-27 00:00:00-03:00,13.666666666666666,8,-5.666666666666666,6,1,13.666666666666666,6,1,8,4,0.4390243902439025,0.5853658536585367
2003,1604712,2019-05-29T18:46:15.000-03:00,2019-05-20T18:57:39.000-03:00,"26/04/2019,14/05/2019,20/05/2019",3,2019-05-27 00:00:00-03:00,12.0,8,-4.0,6,2,12.0,6,2,8,3,0.5,0.6666666666666666
2004,6823797,2019-05-27T16:46:21.000-03:00,2019-05-20T16:59:40.000-03:00,"04/04/2019,17/04/2019,09/05/2019,13/05/2019,20/05/2019",5,2019-05-27 00:00:00-03:00,11.5,6,-5.5,6,0,11.5,6,0,6,5,0.5217391304347826,0.5217391304347826
2005,5698513,2019-05-27T16:48:05.000-03:00,2019-05-20T16:39:51.000-03:00,"28/03/2019,09/05/2019,01/04/2019,16/05/2019,18/04/2019,20/05/2019,22/04/2019,25/04/2019,02/05/2019",9,2019-05-27 00:00:00-03:00,6.625,7,0.375,6,0,6.625,6,0,7,9,0.9056603773584906,1.0566037735849056
2006,8102133,2019-05-27T14:58:43.000-03:00,2019-05-20T15:03:32.000-03:00,"09/04/2019,14/05/2019,10/04/2019,20/05/2019,15/04/2019,24/04/2019,29/04/2019,04/05/2019",8,2019-05-27 00:00:00-03:00,5.857142857142857,6,0.14285714285714324,6,0,5.857142857142857,6,0,6,8,1.024390243902439,1.024390243902439
2007,8687568,2019-05-30T17:01:48.000-03:00,2019-05-20T23:02:45.000-03:00,"26/04/2019,16/05/2019,20/05/2019",3,2019-05-27 00:00:00-03:00,12.0,9,-3.0,6,3,12.0,6,3,9,3,0.5,0.75
2008,8830541,2019-05-28T14:24:58.000-03:00,2019-05-20T14:45:57.000-03:00,"03/04/2019,20/05/2019,17/04/2019,03/05/2019,10/05/2019,14/05/2019,15/05/2019",7,2019-05-27 00:00:00-03:00,7.833333333333333,7,-0.833333333333333,6,1,7.833333333333333,6,1,7,7,0.7659574468085106,0.8936170212765958
2009,3679325,2019-05-27T16:28:37.000-03:00,2019-05-20T16:20:58.000-03:00,"01/04/2019,08/04/2019,09/05/2019,20/05/2019",4,2019-05-27 00:00:00-03:00,16.333333333333332,7,-9.333333333333332,6,0,16.333333333333332,6,0,7,4,0.3673469387755103,0.4285714285714286
2010,4439655,2019-05-28T16:02:35.000-03:00,2019-05-20T15:42:10.000-03:00,"30/04/2019,16/05/2019,20/05/2019",3,2019-05-27 00:00:00-03:00,10.0,8,-2.0,6,1,10.0,6,1,8,3,0.6,0.8
2011,7596358,2019-05-27T15:14:56.000-03:00,2019-05-20T14:43:25.000-03:00,"04/04/2019,24/04/2019,26/04/2019,29/04/2019,20/05/2019",5,2019-05-27 00:00:00-03:00,11.5,7,-4.5,6,0,11.5,6,0,7,5,0.5217391304347826,0.6086956521739131
2012,1608922,2019-05-28T15:54:15.000-03:00,2019-05-20T15:36:12.000-03:00,"15/04/2019,26/04/2019,17/05/2019,20/05/2019",4,2019-05-27 00:00:00-03:00,11.666666666666666,8,-3.666666666666666,6,1,11.666666666666666,6,1,8,4,0.5142857142857142,0.6857142857142857
2013,4130706,2019-05-27T15:32:36.000-03:00,2019-05-20T15:15:59.000-03:00,"09/04/2019,06/05/2019,20/05/2019",3,2019-05-27 00:00:00-03:00,20.5,7,-13.5,6,0,20.5,6,0,7,3,0.29268292682926833,0.34146341463414637
2014,7451496,2019-05-30T20:55:51.000-03:00,2019-05-20T15:35:51.000-03:00,"27/04/2019,30/04/2019,03/05/2019,08/05/2019,20/05/2019",5,2019-05-27 00:00:00-03:00,5.75,10,4.25,6,3,5.75,6,3,10,5,1.0434782608695652,1.7391304347826086
2015,5670637,2019-05-29T19:06:10.000-03:00,2019-05-20T18:22:53.000-03:00,"03/04/2019,24/04/2019,08/05/2019,20/05/2019",4,2019-05-27 00:00:00-03:00,15.666666666666666,9,-6.666666666666666,6,2,15.666666666666666,6,2,9,4,0.3829787234042553,0.574468085106383
2016,9626206,2019-05-29T15:13:29.000-03:00,2019-05-20T15:31:38.000-03:00,"22/04/2019,29/04/2019,20/05/2019",3,2019-05-27 00:00:00-03:00,14.0,8,-6.0,6,2,14.0,6,2,8,3,0.4285714285714286,0.5714285714285714
2017,1405743,2019-05-29T14:53:49.000-03:00,2019-05-20T15:01:16.000-03:00,"17/04/2019,10/05/2019,16/05/2019,20/05/2019",4,2019-05-27 00:00:00-03:00,11.0,8,-3.0,6,2,11.0,6,2,8,4,0.5454545454545454,0.7272727272727273
2018,7433868,2019-05-30T16:30:42.000-03:00,2019-05-20T16:25:56.000-03:00,"26/04/2019,14/05/2019,20/05/2019",3,2019-05-27 00:00:00-03:00,12.0,10,-2.0,6,3,12.0,6,3,10,3,0.5,0.8333333333333334
2019,6455689,2019-05-27T14:56:59.000-03:00,2019-05-20T15:25:50.000-03:00,"01/04/2019,25/04/2019,20/05/2019",3,2019-05-27 00:00:00-03:00,24.5,6,-18.5,6,0,24.5,6,0,6,3,0.24489795918367352,0.24489795918367346
2020,8465464,2019-05-27T22:36:52.000-03:00,2019-05-20T23:13:04.000-03:00,"26/04/2019,08/05/2019,20/05/2019",3,2019-05-27 00:00:00-03:00,12.0,6,-6.0,6,0,12.0,6,0,6,3,0.5,0.5
2021,1532130,2019-05-30T19:31:22.000-03:00,2019-05-20T19:39:31.000-03:00,"06/04/2019,14/04/2019,05/05/2019,06/05/2019,20/05/2019",5,2019-05-27 00:00:00-03:00,11.0,9,-2.0,6,3,11.0,6,3,9,5,0.5454545454545454,0.8181818181818182
2022,4658235,2019-05-30T19:51:36.000-03:00,2019-05-20T17:25:21.000-03:00,"30/04/2019,14/05/2019,20/05/2019",3,2019-05-27 00:00:00-03:00,10.0,10,0.0,6,3,10.0,6,3,10,3,0.6,1.0
2023,7399834,2019-05-27T17:03:21.000-03:00,2019-05-20T16:23:02.000-03:00,"29/03/2019,18/04/2019,23/04/2019,29/04/2019,17/05/2019,20/05/2019",6,2019-05-27 00:00:00-03:00,10.4,7,-3.4000000000000004,6,0,10.4,6,0,7,6,0.5769230769230769,0.673076923076923
2024,5212626,2019-05-28T15:18:33.000-03:00,2019-05-20T16:11:19.000-03:00,"29/03/2019,06/05/2019,20/05/2019",3,2019-05-27 00:00:00-03:00,26.0,7,-19.0,6,1,26.0,6,1,7,3,0.23076923076923073,0.2692307692307692
2025,3817430,2019-05-27T17:37:16.000-03:00,2019-05-20T17:40:20.000-03:00,"01/04/2019,20/05/2019,22/04/2019,25/04/2019,30/04/2019,08/05/2019,15/05/2019",7,2019-05-27 00:00:00-03:00,8.166666666666666,6,-2.166666666666666,6,0,8.166666666666666,6,0,6,7,0.7346938775510204,0.7346938775510204
2026,5697741,2019-05-27T17:07:29.000-03:00,2019-05-20T15:54:28.000-03:00,"31/03/2019,20/05/2019,07/04/2019,11/04/2019,08/05/2019,10/05/2019,16/05/2019",7,2019-05-27 00:00:00-03:00,8.333333333333334,7,-1.333333333333334,6,0,8.333333333333334,6,0,7,7,0.72,0.84
2027,5137620,2019-05-27T15:34:23.000-03:00,2019-05-20T15:34:08.000-03:00,"31/03/2019,29/04/2019,02/05/2019,08/05/2019,10/05/2019,20/05/2019",6,2019-05-27 00:00:00-03:00,10.0,7,-3.0,6,0,10.0,6,0,7,6,0.6,0.7
2028,109686,2019-05-28T15:52:43.000-03:00,2019-05-20T16:26:16.000-03:00,"08/04/2019,20/05/2019,17/04/2019,22/04/2019,30/04/2019,02/05/2019,09/05/2019",7,2019-05-27 00:00:00-03:00,7.0,7,0.0,6,1,7.0,6,1,7,7,0.8571428571428572,1.0
2029,115303,2019-05-30T16:11:24.000-03:00,2019-05-20T16:02:16.000-03:00,"12/04/2019,26/04/2019,29/04/2019,20/05/2019",4,2019-05-27 00:00:00-03:00,12.666666666666666,10,-2.666666666666666,6,3,12.666666666666666,6,3,10,4,0.4736842105263158,0.7894736842105263
2030,8943881,2019-05-28T15:59:30.000-03:00,2019-05-20T15:59:49.000-03:00,"04/04/2019,23/04/2019,08/05/2019,20/05/2019",4,2019-05-27 00:00:00-03:00,15.333333333333334,7,-8.333333333333334,6,1,15.333333333333334,6,1,7,4,0.3913043478260869,0.45652173913043476
2031,8470707,2019-05-29T16:42:39.000-03:00,2019-05-20T17:20:33.000-03:00,"10/04/2019,07/05/2019,15/04/2019,10/05/2019,16/04/2019,16/05/2019,24/04/2019,20/05/2019,26/04/2019,29/04/2019",10,2019-05-27 00:00:00-03:00,4.444444444444445,8,3.5555555555555554,6,2,4.444444444444445,6,2,8,10,1.3499999999999999,1.7999999999999998
2032,4290686,2019-05-29T15:08:48.000-03:00,2019-05-20T15:25:12.000-03:00,"01/04/2019,13/05/2019,05/04/2019,20/05/2019,15/04/2019,29/04/2019,06/05/2019,08/05/2019",8,2019-05-27 00:00:00-03:00,7.0,8,1.0,6,2,7.0,6,2,8,8,0.8571428571428572,1.1428571428571428
2033,6211185,2019-05-29T16:36:52.000-03:00,2019-05-20T16:37:12.000-03:00,"30/04/2019,07/05/2019,16/05/2019,20/05/2019",4,2019-05-27 00:00:00-03:00,6.666666666666667,8,1.333333333333333,6,2,6.666666666666667,6,2,8,4,0.8999999999999999,1.2
2034,6311951,2019-05-28T19:54:37.000-03:00,2019-05-20T20:40:49.000-03:00,"31/03/2019,16/05/2019,12/04/2019,20/05/2019,13/04/2019,25/04/2019,27/04/2019,04/05/2019",8,2019-05-27 00:00:00-03:00,7.142857142857143,7,-0.14285714285714324,6,1,7.142857142857143,6,1,7,8,0.84,0.98
2035,3979367,2019-05-30T16:24:35.000-03:00,2019-05-20T17:03:47.000-03:00,"10/04/2019,20/05/2019,17/04/2019,02/05/2019,06/05/2019,08/05/2019,13/05/2019",7,2019-05-27 00:00:00-03:00,6.666666666666667,9,2.333333333333333,6,3,6.666666666666667,6,3,9,7,0.8999999999999999,1.3499999999999999
2036,6293561,2019-05-29T16:56:14.000-03:00,2019-05-20T20:39:06.000-03:00,"10/04/2019,23/04/2019,20/05/2019",3,2019-05-27 00:00:00-03:00,20.0,8,-12.0,6,2,20.0,6,2,8,3,0.30000000000000004,0.4
2037,3791660,2019-05-27T15:11:04.000-03:00,2019-05-20T15:03:10.000-03:00,"06/05/2019,13/05/2019,20/05/2019",3,2019-05-27 00:00:00-03:00,7.0,7,0.0,6,0,7.0,6,0,7,3,0.8571428571428572,1.0
2038,6228233,2019-05-28T17:17:31.000-03:00,2019-05-20T17:18:46.000-03:00,"03/05/2019,06/05/2019,09/05/2019,20/05/2019",4,2019-05-27 00:00:00-03:00,5.666666666666667,7,1.333333333333333,6,1,5.666666666666667,6,1,7,4,1.0588235294117647,1.2352941176470587
2039,8841167,2019-05-27T17:51:08.000-03:00,2019-05-20T16:57:51.000-03:00,"03/04/2019,09/05/2019,05/04/2019,20/05/2019,12/04/2019,02/05/2019,03/05/2019,07/05/2019",8,2019-05-27 00:00:00-03:00,6.714285714285714,7,0.2857142857142856,6,0,6.714285714285714,6,0,7,8,0.8936170212765957,1.0425531914893618
2040,1678498,2019-05-27T16:47:05.000-03:00,2019-05-20T16:28:12.000-03:00,"28/03/2019,02/04/2019,08/04/2019,07/05/2019,15/05/2019,20/05/2019",6,2019-05-27 00:00:00-03:00,10.6,7,-3.5999999999999996,6,0,10.6,6,0,7,6,0.5660377358490567,0.6603773584905661
2041,138057,2019-05-27T15:47:43.000-03:00,2019-05-20T15:58:48.000-03:00,"11/04/2019,13/04/2019,06/05/2019,20/05/2019",4,2019-05-27 00:00:00-03:00,13.0,6,-7.0,6,0,13.0,6,0,6,4,0.46153846153846156,0.46153846153846156
2042,7969702,2019-05-27T15:10:31.000-03:00,2019-05-20T15:07:00.000-03:00,"01/04/2019,20/05/2019,09/04/2019,23/04/2019,25/04/2019,30/04/2019,15/05/2019",7,2019-05-27 00:00:00-03:00,8.166666666666666,7,-1.166666666666666,6,0,8.166666666666666,6,0,7,7,0.7346938775510204,0.8571428571428572
2043,6254926,2019-05-29T15:27:22.000-03:00,2019-05-20T16:24:05.000-03:00,"04/04/2019,25/04/2019,07/05/2019,14/05/2019,20/05/2019",5,2019-05-27 00:00:00-03:00,11.5,8,-3.5,6,2,11.5,6,2,8,5,0.5217391304347826,0.6956521739130435
2044,4290693,2019-05-27T15:13:18.000-03:00,2019-05-20T15:26:11.000-03:00,"29/03/2019,02/04/2019,03/04/2019,10/05/2019,20/05/2019",5,2019-05-27 00:00:00-03:00,13.0,6,-7.0,6,0,13.0,6,0,6,5,0.46153846153846156,0.46153846153846156
2045,9108650,2019-05-27T15:49:40.000-03:00,2019-05-20T15:18:08.000-03:00,"18/04/2019,06/05/2019,15/05/2019,17/05/2019,20/05/2019",5,2019-05-27 00:00:00-03:00,8.0,7,-1.0,6,0,8.0,6,0,7,5,0.75,0.875
2046,5005734,2019-05-28T15:55:37.000-03:00,2019-05-20T15:15:20.000-03:00,"17/04/2019,26/04/2019,13/05/2019,17/05/2019,20/05/2019",5,2019-05-27 00:00:00-03:00,8.25,8,-0.25,6,1,8.25,6,1,8,5,0.7272727272727273,0.9696969696969697
2047,3800773,2019-05-27T15:54:36.000-03:00,2019-05-20T16:20:56.000-03:00,"03/04/2019,15/05/2019,11/04/2019,20/05/2019,17/04/2019,23/04/2019,02/05/2019,09/05/2019",8,2019-05-27 00:00:00-03:00,6.714285714285714,6,-0.7142857142857144,6,0,6.714285714285714,6,0,6,8,0.8936170212765957,0.8936170212765957
2048,5912545,2019-05-30T15:23:36.000-03:00,2019-05-20T15:59:50.000-03:00,"02/04/2019,10/05/2019,20/05/2019",3,2019-05-27 00:00:00-03:00,24.0,9,-15.0,6,3,24.0,6,3,9,3,0.25,0.375
2049,5151516,2019-05-29T17:22:10.000-03:00,2019-05-20T17:10:48.000-03:00,"09/04/2019,11/05/2019,20/05/2019",3,2019-05-27 00:00:00-03:00,20.5,9,-11.5,6,2,20.5,6,2,9,3,0.29268292682926833,0.43902439024390244
2050,6296581,2019-05-30T15:36:22.000-03:00,2019-05-20T15:44:07.000-03:00,"17/04/2019,09/05/2019,22/04/2019,20/05/2019,23/04/2019,25/04/2019,29/04/2019,30/04/2019",8,2019-05-27 00:00:00-03:00,4.714285714285714,9,4.285714285714286,6,3,4.714285714285714,6,3,9,8,1.2727272727272727,1.909090909090909
2051,7418987,2019-05-29T15:27:04.000-03:00,2019-05-20T16:49:47.000-03:00,"31/03/2019,20/05/2019,17/04/2019,29/04/2019,30/04/2019,08/05/2019,15/05/2019",7,2019-05-27 00:00:00-03:00,8.333333333333334,8,-0.3333333333333339,6,2,8.333333333333334,6,2,8,7,0.72,0.96
2052,1509670,2019-05-29T16:14:18.000-03:00,2019-05-20T15:43:17.000-03:00,"04/04/2019,23/04/2019,02/05/2019,20/05/2019",4,2019-05-27 00:00:00-03:00,15.333333333333334,9,-6.333333333333334,6,2,15.333333333333334,6,2,9,4,0.3913043478260869,0.5869565217391304
2053,5772139,2019-05-27T17:26:53.000-03:00,2019-05-20T14:59:32.000-03:00,"01/04/2019,03/05/2019,03/04/2019,08/05/2019,09/04/2019,20/05/2019,15/04/2019,26/04/2019,29/04/2019",9,2019-05-27 00:00:00-03:00,6.125,7,0.875,6,0,6.125,6,0,7,9,0.9795918367346939,1.1428571428571428
2054,1498760,2019-05-29T16:52:31.000-03:00,2019-05-20T15:39:34.000-03:00,"01/04/2019,10/04/2019,20/05/2019",3,2019-05-27 00:00:00-03:00,24.5,9,-15.5,6,2,24.5,6,2,9,3,0.24489795918367352,0.3673469387755102
2055,34452,2019-05-27T15:52:49.000-03:00,2019-05-20T16:00:34.000-03:00,"01/04/2019,20/05/2019,08/04/2019,16/04/2019,22/04/2019,30/04/2019,07/05/2019",7,2019-05-27 00:00:00-03:00,8.166666666666666,6,-2.166666666666666,6,0,8.166666666666666,6,0,6,7,0.7346938775510204,0.7346938775510204
2056,3515473,2019-05-30T17:09:18.000-03:00,2019-05-20T16:30:57.000-03:00,"10/04/2019,25/04/2019,17/05/2019,20/05/2019",4,2019-05-27 00:00:00-03:00,13.333333333333334,10,-3.333333333333334,6,3,13.333333333333334,6,3,10,4,0.44999999999999996,0.75
2057,2504272,2019-05-27T16:24:58.000-03:00,2019-05-20T15:38:52.000-03:00,"28/03/2019,29/04/2019,01/04/2019,13/05/2019,04/04/2019,20/05/2019,15/04/2019,22/04/2019,25/04/2019",9,2019-05-27 00:00:00-03:00,6.625,7,0.375,6,0,6.625,6,0,7,9,0.9056603773584906,1.0566037735849056
2058,2907212,2019-05-27T15:14:01.000-03:00,2019-05-20T15:57:33.000-03:00,"02/05/2019,06/05/2019,14/05/2019,18/05/2019,20/05/2019",5,2019-05-27 00:00:00-03:00,4.5,6,1.5,6,0,4.5,6,0,6,5,1.3333333333333333,1.3333333333333333
2059,4431537,2019-05-29T17:43:15.000-03:00,2019-05-20T20:23:47.000-03:00,"15/04/2019,28/04/2019,20/05/2019",3,2019-05-27 00:00:00-03:00,17.5,8,-9.5,6,2,17.5,6,2,8,3,0.34285714285714286,0.45714285714285713
2060,8728823,2019-05-29T15:19:35.000-03:00,2019-05-20T15:20:37.000-03:00,"02/04/2019,16/04/2019,02/05/2019,15/05/2019,20/05/2019",5,2019-05-27 00:00:00-03:00,12.0,8,-4.0,6,2,12.0,6,2,8,5,0.5,0.6666666666666666
2061,9220194,2019-05-30T20:02:56.000-03:00,2019-05-20T20:39:11.000-03:00,"25/04/2019,30/04/2019,20/05/2019",3,2019-05-27 00:00:00-03:00,12.5,9,-3.5,6,3,12.5,6,3,9,3,0.48,0.72
2062,7718708,2019-05-28T16:25:12.000-03:00,2019-05-20T15:30:33.000-03:00,"29/03/2019,29/04/2019,30/04/2019,03/05/2019,20/05/2019",5,2019-05-27 00:00:00-03:00,13.0,8,-5.0,6,1,13.0,6,1,8,5,0.46153846153846156,0.6153846153846154
2063,6825425,2019-05-28T16:18:51.000-03:00,2019-05-20T14:48:56.000-03:00,"01/04/2019,08/04/2019,29/04/2019,02/05/2019,09/05/2019,20/05/2019",6,2019-05-27 00:00:00-03:00,9.8,8,-1.8000000000000007,6,1,9.8,6,1,8,6,0.6122448979591837,0.8163265306122448
2064,9184045,2019-05-27T17:28:17.000-03:00,2019-05-20T17:54:08.000-03:00,"22/04/2019,25/04/2019,08/05/2019,16/05/2019,20/05/2019",5,2019-05-27 00:00:00-03:00,7.0,6,-1.0,6,0,7.0,6,0,6,5,0.8571428571428572,0.8571428571428571
2065,6695178,2019-05-29T22:42:05.000-03:00,2019-05-20T22:02:42.000-03:00,"01/04/2019,03/04/2019,23/04/2019,30/04/2019,20/05/2019",5,2019-05-27 00:00:00-03:00,12.25,9,-3.25,6,2,12.25,6,2,9,5,0.4897959183673469,0.7346938775510204
2066,8874350,2019-05-27T21:35:27.000-03:00,2019-05-20T17:35:46.000-03:00,"02/04/2019,08/05/2019,16/05/2019,20/05/2019",4,2019-05-27 00:00:00-03:00,16.0,7,-9.0,6,0,16.0,6,0,7,4,0.375,0.4375
2067,2169974,2019-05-30T16:40:36.000-03:00,2019-05-20T17:22:41.000-03:00,"16/04/2019,14/05/2019,20/05/2019",3,2019-05-27 00:00:00-03:00,17.0,9,-8.0,6,3,17.0,6,3,9,3,0.3529411764705882,0.5294117647058824
2068,5099066,2019-05-30T15:31:09.000-03:00,2019-05-20T15:08:39.000-03:00,"03/04/2019,12/04/2019,25/04/2019,26/04/2019,30/04/2019,20/05/2019",6,2019-05-27 00:00:00-03:00,9.4,10,0.5999999999999996,6,3,9.4,6,3,10,6,0.6382978723404256,1.0638297872340425
2069,6306235,2019-05-28T16:54:40.000-03:00,2019-05-20T16:23:16.000-03:00,"02/05/2019,13/05/2019,20/05/2019",3,2019-05-27 00:00:00-03:00,9.0,8,-1.0,6,1,9.0,6,1,8,3,0.6666666666666667,0.8888888888888888
2070,1999703,2019-05-28T15:29:49.000-03:00,2019-05-20T15:32:26.000-03:00,"11/04/2019,13/05/2019,29/04/2019,13/04/2019,20/05/2019,03/05/2019,17/04/2019,07/05/2019,20/04/2019,08/05/2019,25/04/2019,10/05/2019,27/04/2019",13,2019-05-27 00:00:00-03:00,3.25,7,3.75,6,1,3.25,6,1,7,13,1.8461538461538463,2.1538461538461537
2071,6013307,2019-05-29T15:50:38.000-03:00,2019-05-20T15:31:36.000-03:00,"02/04/2019,19/04/2019,06/05/2019,20/05/2019",4,2019-05-27 00:00:00-03:00,16.0,9,-7.0,6,2,16.0,6,2,9,4,0.375,0.5625
2072,7018405,2019-05-28T19:16:46.000-03:00,2019-05-20T23:29:00.000-03:00,"12/04/2019,30/04/2019,20/05/2019",3,2019-05-27 00:00:00-03:00,19.0,7,-12.0,6,1,19.0,6,1,7,3,0.3157894736842105,0.3684210526315789
2073,7886463,2019-05-27T16:33:34.000-03:00,2019-05-20T16:32:22.000-03:00,"01/04/2019,14/05/2019,20/05/2019",3,2019-05-27 00:00:00-03:00,24.5,7,-17.5,6,0,24.5,6,0,7,3,0.24489795918367352,0.2857142857142857
2074,6510061,2019-05-27T21:35:31.000-03:00,2019-05-20T21:41:52.000-03:00,"01/04/2019,23/04/2019,26/04/2019,30/04/2019,20/05/2019",5,2019-05-27 00:00:00-03:00,12.25,6,-6.25,6,0,12.25,6,0,6,5,0.4897959183673469,0.4897959183673469
2075,6342607,2019-05-28T20:36:10.000-03:00,2019-05-20T19:53:33.000-03:00,"04/05/2019,07/05/2019,13/05/2019,17/05/2019,20/05/2019",5,2019-05-27 00:00:00-03:00,4.0,8,4.0,6,1,4.0,6,1,8,5,1.5,2.0
2076,3640762,2019-05-28T14:31:26.000-03:00,2019-05-20T14:16:38.000-03:00,"01/04/2019,08/05/2019,06/04/2019,20/05/2019,12/04/2019,17/04/2019,27/04/2019,05/05/2019",8,2019-05-27 00:00:00-03:00,7.0,8,1.0,6,1,7.0,6,1,8,8,0.8571428571428572,1.1428571428571428
